Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
8,14,18,38,53,29.3,2.9,77.675,30.804,13214093.93,12122456.03
8,15,6,36,52,26.1,3.8,74.852,27.354,12916278.73,11829179.91
8,15,7,265,142,27.0,4.6,420.185,33.575,77713738.33,75639043.84
8,15,8,518,171,28.5,4.8,736.673,39.703,132530539.0,129620366.8
8,15,9,692,164,29.9,4.9,898.182,43.393,157420729.5,154131199.1
8,15,10,777,164,31.4,5.1,946.283,45.169,163372956.1,159992706.2
8,15,11,867,118,31.4,4.6,953.432,46.103,163497716.6,160115565.2
8,15,12,880,114,31.4,4.1,950.219,47.05,162075467.5,158714993.0
8,15,13,850,128,31.4,3.6,947.811,48.249,161076584.2,157731334.0
8,15,14,831,114,32.2,3.4,937.193,49.52,159189914.3,155873419.3
8,15,15,748,122,33.0,3.3,901.87,50.058,153997942.4,150760579.6
8,15,16,570,141,33.8,3.1,761.801,48.694,132247496.9,129341638.6
8,15,17,297,129,32.3,2.9,427.482,40.96,76840425.76,74779041.66
8,15,18,34,51,30.9,2.8,73.312,32.341,12322431.55,11244383.72
8,16,6,33,50,25.6,0.0,70.599,28.304,12080710.67,11006346.97
8,16,7,288,130,26.1,0.0,422.34,43.071,75215617.67,73178997.7
8,16,8,550,149,27.7,0.0,741.592,57.427,123997250.5,121217136.4
8,16,9,695,156,29.4,0.0,891.544,65.099,142463294.8,139401734.7
8,16,10,801,139,31.0,0.0,941.565,68.471,147088137.3,143956088.7
8,16,11,857,124,30.7,1.2,948.232,57.327,155092178.3,151838138.0
8,16,12,877,115,30.5,2.4,946.392,51.048,158779203.3,155468968.1
8,16,13,854,125,30.2,3.6,946.731,47.032,161741115.8,158385737.2
8,16,14,833,112,29.9,3.4,936.588,47.195,160663532.8,157324577.9
8,16,15,747,121,29.6,3.3,899.046,46.607,155770330.2,152505954.0
8,16,16,610,118,29.3,3.1,773.86,44.467,136846301.9,133870351.9
8,16,17,294,128,29.0,2.9,421.373,37.534,76794523.05,74733838.56
8,16,18,30,49,28.7,2.8,69.014,30.053,11656697.76,10588796.56
8,17,6,32,49,27.6,3.8,68.941,28.752,11742474.65,10673266.1
8,17,7,291,129,27.6,3.6,422.194,35.235,77658487.17,75584634.78
8,17,8,513,171,29.3,4.1,730.756,41.519,130545011.2,127665100.9
8,17,9,697,161,30.9,4.6,898.086,44.932,156477185.3,153202035.8
8,17,10,767,175,32.6,5.1,950.473,46.433,163215341.1,159837493.4
8,17,11,823,160,33.3,4.3,956.204,48.646,162077979.0,158717466.2
8,17,12,796,184,34.1,3.4,939.653,51.27,157121271.1,153836304.9
8,17,13,697,239,34.8,2.6,922.897,54.123,152563521.8,149348021.4
8,17,14,699,197,33.9,3.8,910.05,49.668,154198636.7,150958215.1
8,17,15,629,182,32.9,5.0,854.021,45.546,148438545.0,145285914.5
8,17,16,496,163,32.0,6.2,704.72,41.075,126183823.8,123370383.6
8,17,17,246,131,30.8,5.5,382.967,36.151,69971200.68,68014512.3
8,17,18,9,46,29.6,4.8,49.553,30.305,8191923.769,7176830.131
8,18,6,20,48,25.1,0.0,63.332,27.512,10775191.14,9720725.217
8,18,7,243,136,26.0,0.0,389.568,41.603,69600413.67,67649376.56
8,18,8,435,194,27.8,1.5,679.995,45.765,119240483.4,116532868.5
8,18,9,609,194,29.6,3.1,844.972,46.028,146509613.5,143386382.4
8,18,10,675,214,31.4,4.6,901.668,45.366,155448798.2,152189322.5
8,18,11,707,227,31.3,4.8,917.461,45.053,157580486.7,154288521.4
8,18,12,718,231,31.1,4.9,913.274,44.588,156755956.6,153476558.1
8,18,13,709,225,31.0,5.1,918.273,44.252,158266049.2,154963635.1
8,18,14,684,203,30.1,5.3,900.755,42.862,156966484.0,153683876.9
8,18,15,652,160,29.1,5.5,852.418,40.997,151039057.8,147846792.2
8,18,16,510,149,28.2,5.7,701.205,37.765,127324075.5,124493256.4
8,18,17,222,127,27.5,4.5,355.666,33.129,65645736.06,63754973.27
8,18,18,0,41,26.9,3.3,39.416,27.587,6498180.409,5508901.574
8,19,6,18,46,25.0,0.0,59.561,27.263,10098223.58,9054075.504
8,19,7,242,135,25.0,0.0,386.27,40.47,69326091.37,67379235.28
8,19,8,476,171,26.3,0.0,693.831,54.018,117640712.5,114957480.2
8,19,9,607,194,27.7,0.0,842.116,61.305,136813655.7,133838203.3
8,19,10,672,215,29.0,0.0,898.384,64.655,142595105.8,139531536.8
8,19,11,700,231,29.0,1.2,913.28,54.59,150734633.2,147547007.4
8,19,12,749,199,29.0,2.4,907.342,48.681,153350801.1,150123301.5
8,19,13,742,191,29.0,3.6,913.063,45.195,156951909.5,153669524.5
8,19,14,663,207,28.4,4.1,883.18,43.048,153817234.8,150582626.3
8,19,15,590,181,27.8,4.6,813.613,40.474,144436885.4,141345245.3
8,19,16,430,168,27.2,5.1,644.879,36.624,117489316.5,114808391.6
8,19,17,131,125,26.8,4.9,259.207,30.649,47806642.02,46187769.7
8,19,18,0,26,26.4,4.8,21.716,26.699,3478698.684,2535440.59
8,20,6,34,43,21.7,1.4,60.248,23.26,10407354.48,9358494.864
8,20,7,252,131,22.6,2.1,388.046,31.682,72217295.19,70226373.47
8,20,8,441,190,23.9,2.4,680.791,38.856,122844853.2,120082303.1
8,20,9,614,190,25.3,2.8,844.029,42.573,148481603.3,145328316.6
8,20,10,678,211,26.6,3.1,898.551,43.977,155847698.1,152582142.7
8,20,11,664,251,27.5,3.3,898.314,44.194,154775865.8,151526646.5
8,20,12,615,291,28.3,3.4,876.09,44.279,150248835.3,147068613.7
8,20,13,590,280,29.2,3.6,860.395,44.428,148012039.9,144865909.9
8,20,14,591,236,28.5,3.8,842.446,43.071,146646104.4,143520793.0
8,20,15,507,225,27.7,3.9,770.103,40.865,136379821.6,133410981.4
